CREDIT_CARD_EXCEED_MONTHS,EMPLOYMENT_TYPE,LOAN_AMOUNT,LOAN_TENURE_YEAR,MORE_THAN_ONE_PRODUCTS,CREDIT_CARD_TYPES,NUMBER_OF_DEPENDENTS,YEARS_TO_FINANCIAL_FREEDOM,NUMBER_OF_CREDIT_CARD_FACILITY,NUMBER_OF_PROPERTIES,NUMBER_OF_BANK_PRODUCTS,NUMBER_OF_LOAN_TO_APPROVE,PROPERTY_TYPE,YEARS_FOR_PROPERTY_TO_COMPLETION,STATE,NUMBER_OF_SIDE_INCOME,MONTHLY_SALARY,TOTAL_SUM_OF_LOAN,TOTAL_INCOME_FOR_JOIN_APPLICATION,DECISION,SCORE
2,Self-Employed,227717,22,No,Platinum,2,7,4,2,1,2,Condominium,11,Johor,2,9805,678646,16922,Accept,7
2,Self-Employed,323720,22,Yes,Normal,2,7,4,2,1,3,Condominium,11,Johor,3,8558,744996,11439,Reject,8
2,Self-Employed,519429,22,No,Normal,2,9,6,2,1,1,Condominium,11,Johor,2,8523,574141,15886,Reject,7
2,Self-Employed,734436,20,Yes,Gold,2,7,6,2,2,3,Condominium,11,Johor,1,8989,464969,14163,Accept,9
2,Self-Employed,496612,20,No,Normal,2,7,6,2,2,1,Condominium,10,Johor,2,9339,1040388,17198,Accept,8
2,Self-Employed,753421,15,Yes,Normal,2,7,4,2,2,2,Condominium,11,Johor,3,9148,510015,17508,Accept,9
2,Self-Employed,571514,18,No,Normal,2,7,6,2,2,1,Condominium,11,Johor,3,11193,714485,9630,Reject,8
2,Self-Employed,688535,15,Yes,Normal,2,7,6,2,1,2,Condominium,11,Johor,2,6620,1174216,16907,Accept,6
2,Self-Employed,301252,24,No,Normal,2,7,6,2,2,2,Condominium,11,Johor,1,11955,875706,11917,Reject,6
2,Self-Employed,607916,20,Yes,Normal,2,7,6,2,2,3,Not Specified,11,Johor,3,6807,519605,19915,Accept,9
2,Self-Employed,168456,12,No,Not Specified,2,10,6,2,2,1,Condominium,11,Johor,2,5356,1117874,13542,Accept,9
2,Self-Employed,779364,24,Yes,Normal,2,7,4,2,2,3,Condominium,11,Johor,3,9804,914763,12175,Accept,6
2,Self-Employed,455589,21,No,Normal,2,7,6,2,2,2,Condominium,10,Johor,2,8727,1174111,12165,Accept,8
2,Self-Employed,324746,23,Yes,Normal,2,7,3,2,2,1,Condominium,10,Johor,3,10831,1058481,11117,Accept,6
2,Self-Employed,556683,22,No,Gold,2,7,6,2,2,3,Condominium,11,Johor,3,9005,892015,9680,Reject,9
2,Self-Employed,566603,16,Yes,Normal,2,7,6,2,2,2,Condominium,11,Johor,1,10436,456484,15597,Accept,7
2,Self-Employed,178287,20,No,Gold,2,7,6,2,2,3,Condominium,11,Johor,1,5169,1431815,16690,Reject,8
2,Self-Employed,140130,10,Yes,Normal,2,7,6,2,2,1,Condominium,11,Johor,1,9839,733762,15972,Accept,6
2,Self-Employed,778563,17,No,Normal,2,7,6,2,2,3,Condominium,11,Johor,1,4015,914178,13445,Accept,6
2,Self-Employed,778990,10,Yes,Normal,2,15,3,2,2,1,Condominium,11,Johor,1,8674,1173425,11363,Accept,6
2,Self-Employed,575864,10,No,Normal,2,7,6,2,2,3,Not Specified,10,Johor,2,11477,851245,11513,Accept,9
2,Self-Employed,259535,23,Yes,Normal,2,15,6,2,2,2,Condominium,11,Johor,1,11930,921067,15752,Accept,8
2,Self-Employed,544044,17,No,Normal,2,7,6,2,2,1,Condominium,11,Johor,3,10590,877414,11574,Reject,8
2,Self-Employed,172993,12,Yes,Gold,2,7,3,2,2,2,Condominium,11,Johor,1,5300,981924,9532,Reject,7
2,Self-Employed,569773,22,No,Normal,2,7,6,2,2,3,Condominium,11,Johor,1,12270,956125,17770,Accept,8
2,Self-Employed,117196,19,Yes,Platinum,2,7,6,2,2,1,Condominium,10,Johor,3,9844,1158878,10524,Accept,8
2,Self-Employed,422379,11,No,Gold,2,7,6,2,2,3,Condominium,10,Johor,2,4010,754745,16657,Accept,8
2,Self-Employed,510507,10,Yes,Normal,2,14,4,2,2,2,Condominium,11,Johor,1,5452,524129,11499,Accept,7
2,Self-Employed,429475,17,No,Normal,2,7,6,2,2,3,Condominium,11,Johor,2,8698,872693,11454,Accept,8
2,Self-Employed,781070,24,Yes,Gold,2,7,4,2,2,2,Condominium,11,Johor,1,7520,1404447,19695,Accept,6
2,Self-Employed,534860,24,No,Platinum,2,15,6,2,2,3,Condominium,11,Johor,2,3689,552404,12942,Accept,7
2,Self-Employed,443237,16,Yes,Not Specified,2,7,6,2,2,1,Condominium,11,Johor,1,4713,1253129,13821,Accept,9
2,Self-Employed,110270,17,No,Normal,2,15,6,2,2,2,Condominium,11,Johor,1,11241,1041791,17527,Accept,9
2,Self-Employed,321346,23,Yes,Gold,2,10,6,2,2,3,Condominium,11,Johor,2,10626,940701,19031,Reject,8
2,Self-Employed,693756,15,No,Gold,2,7,6,2,2,1,Condominium,11,Johor,1,10039,1087288,8029,Accept,9
2,Self-Employed,545322,12,Yes,Normal,2,7,6,2,2,2,Condominium,11,Johor,3,3778,683226,10012,Accept,9
2,Self-Employed,537783,22,No,Normal,2,14,4,2,2,3,Condominium,11,Johor,1,12168,923912,12942,Accept,8
2,Self-Employed,490269,22,Yes,Normal,2,7,6,2,3,2,Condominium,10,Johor,2,11964,1018945,13891,Accept,7
2,Self-Employed,465225,18,No,Gold,2,7,6,2,1,1,Condominium,11,Johor,3,10507,968598,14274,Accept,7
2,Self-Employed,628966,11,Yes,Gold,2,7,3,2,2,3,Condominium,11,Johor,1,11467,445901,7716,Reject,8
2,Self-Employed,482892,18,No,Normal,2,7,4,2,2,1,Condominium,11,Johor,2,10705,668830,13145,Accept,6
2,Self-Employed,412985,19,Yes,Not Specified,2,7,6,2,2,3,Condominium,11,Johor,3,6722,981499,8474,Accept,6
2,Self-Employed,464105,17,No,Platinum,2,7,6,3,2,2,Condominium,11,Johor,2,8431,912804,15646,Accept,6
2,Self-Employed,577833,17,Yes,Platinum,2,7,6,2,1,3,Condominium,10,Johor,2,9229,919537,17663,Reject,7
2,Self-Employed,366443,14,No,Gold,2,7,6,2,2,3,Condominium,11,Johor,2,6925,1373195,11513,Accept,8
2,Self-Employed,601766,18,Yes,Normal,2,7,6,2,2,1,Condominium,10,Johor,2,4371,1180504,15636,Reject,9
2,Self-Employed,184829,11,No,Normal,2,12,2,2,2,2,Not Specified,11,Johor,2,6213,911439,19561,Reject,6
2,Self-Employed,365684,10,Yes,Gold,2,7,6,2,1,1,Condominium,10,Johor,1,10912,747194,8700,Accept,8
2,Self-Employed,232174,20,No,Platinum,2,15,6,2,2,2,Condominium,11,Johor,3,8704,1424210,16733,Accept,8
2,Self-Employed,392675,20,Yes,Gold,2,15,6,2,2,1,Condominium,11,Johor,3,6508,725973,18212,Accept,7
2,Self-Employed,785190,20,No,Platinum,2,7,6,2,2,1,Condominium,11,Johor,2,7920,787762,8253,Accept,6
2,Self-Employed,389037,17,Yes,Normal,2,7,6,2,2,3,Condominium,11,Johor,2,8569,856852,13678,Accept,7
2,Self-Employed,344937,10,No,Normal,2,15,6,2,2,3,Condominium,11,Johor,3,7527,1111958,7952,Accept,9
2,Self-Employed,371414,11,Yes,Normal,2,7,6,2,2,2,Condominium,11,Johor,3,10149,861331,10098,Accept,7
2,Self-Employed,350357,11,No,Gold,2,7,6,2,2,2,Condominium,10,Johor,3,5356,666978,16191,Accept,6
2,Self-Employed,644275,13,Yes,Normal,2,15,6,2,2,1,Condominium,11,Johor,3,10890,560709,16722,Accept,6
2,Self-Employed,540458,20,No,Platinum,2,7,6,2,2,2,Condominium,11,Johor,1,8772,511113,12003,Accept,9
2,Self-Employed,658560,13,Yes,Gold,2,7,4,2,1,1,Not Specified,11,Johor,2,8170,1370182,11513,Reject,6
2,Self-Employed,142373,23,No,Gold,2,7,5,2,1,3,Condominium,11,Johor,3,7629,820970,13032,Accept,9
2,Self-Employed,455032,21,Yes,Gold,2,14,4,2,2,2,Condominium,11,Johor,2,7746,1170480,13312,Reject,8
2,Self-Employed,409648,20,No,Gold,2,7,6,2,2,1,Condominium,11,Johor,2,5234,757672,13345,Accept,7
2,Self-Employed,153000,11,Yes,Normal,2,7,6,2,2,2,Condominium,11,Johor,2,8365,1385007,11513,Reject,7
2,Self-Employed,591381,11,No,Gold,2,7,6,2,1,2,Condominium,11,Johor,1,11678,923722,12449,Accept,9
2,Self-Employed,478791,22,Yes,Normal,2,15,6,2,2,1,Condominium,10,Johor,1,10449,947178,8195,Accept,8
2,Self-Employed,261018,18,No,Normal,2,7,6,2,2,1,Condominium,10,Johor,3,8785,848271,15055,Reject,7
2,Self-Employed,699726,17,Yes,Normal,2,7,6,2,2,3,Condominium,10,Johor,1,3894,661899,13049,Accept,9
2,Self-Employed,747840,15,No,Normal,2,7,6,2,2,3,Condominium,10,Johor,1,7771,1087288,9869,Accept,8
2,Self-Employed,751383,17,Yes,Normal,2,7,4,2,2,3,Condominium,11,Johor,3,9148,786940,14141,Accept,6
2,Self-Employed,164209,22,No,Gold,2,7,6,2,2,1,Condominium,11,Johor,1,7147,1273290,11917,Reject,8
2,Self-Employed,642387,16,Yes,Gold,2,7,3,2,2,1,Condominium,10,Johor,1,8437,1401546,16575,Accept,8
2,Self-Employed,294906,22,No,Normal,2,7,6,2,2,1,Condominium,11,Johor,3,6580,913001,12344,Accept,6
2,Self-Employed,762218,22,Yes,Normal,2,7,6,2,2,3,Condominium,10,Johor,3,12463,1000613,19875,Accept,9
2,Self-Employed,378084,16,No,Gold,2,10,6,2,2,1,Condominium,11,Johor,1,10107,1038519,16033,Reject,6
2,Self-Employed,179827,20,Yes,Normal,2,7,6,2,2,2,Condominium,11,Johor,3,6705,1229332,12768,Reject,9
2,Self-Employed,693030,12,No,Gold,2,7,6,2,2,2,Condominium,11,Johor,3,9472,556397,14457,Accept,6
7,Government,476753,20,Yes,Not Specified,2,8,6,2,2,2,Condominium,10,Johor,1,9337,1014049,12496,Accept,7
7,Government,679931,12,No,Normal,2,8,6,2,2,1,Condominium,10,Johor,2,8097,970991,14417,Accept,6
7,Government,577833,17,Yes,Normal,2,10,6,2,2,2,Condominium,10,Johor,1,8564,1445590,18297,Accept,7
7,Government,717899,22,No,Gold,2,8,4,2,2,1,Condominium,10,Johor,1,7875,1222921,14007,Accept,6
7,Government,236259,16,Yes,Gold,2,8,5,2,2,3,Condominium,10,Johor,1,10218,967891,15096,Accept,8
7,Government,524397,16,No,Normal,2,8,6,2,2,1,Not Specified,10,Johor,1,5342,1333337,12391,Reject,9
7,Government,113876,22,Yes,Gold,2,8,6,2,1,1,Condominium,10,Johor,1,8545,522684,13345,Accept,9
7,Government,276333,18,No,Normal,2,15,6,2,2,3,Condominium,10,Johor,1,10075,821938,13178,Accept,6
7,Government,612061,21,Yes,Gold,2,14,6,2,2,3,Condominium,10,Johor,1,9495,659739,13312,Accept,7
7,Government,516413,20,No,Normal,2,8,4,2,2,3,Condominium,10,Johor,2,9767,820630,13345,Accept,8
7,Government,411223,20,Yes,Normal,2,8,6,2,2,3,Condominium,10,Johor,2,10825,994182,9550,Accept,7
7,Government,508897,18,No,Normal,2,8,6,2,2,2,Condominium,10,Johor,3,11983,837609,14007,Accept,8
7,Government,283019,10,Yes,Normal,2,8,4,2,1,3,Condominium,10,Johor,2,7088,924968,8422,Accept,7
7,Government,447255,23,No,Normal,2,8,6,2,2,2,Condominium,10,Johor,1,5088,633593,14781,Reject,9
7,Government,771209,19,Yes,Normal,2,8,6,2,2,3,Condominium,10,Johor,1,9364,1060533,13438,Accept,6
7,Government,500605,20,No,Not Specified,2,8,6,2,2,2,Condominium,10,Johor,1,4551,1181638,19641,Accept,6
7,Government,427427,21,Yes,Not Specified,2,8,6,2,2,1,Condominium,10,Johor,2,12111,900554,16989,Accept,8
7,Government,595008,16,No,Normal,2,8,3,2,2,3,Not Specified,10,Johor,3,9681,659445,12348,Reject,8
7,Government,390725,21,Yes,Platinum,2,8,6,2,2,2,Condominium,10,Johor,2,7597,1371353,13861,Accept,7
7,Government,122386,18,No,Gold,2,15,4,2,2,2,Condominium,10,Johor,3,10746,1158705,12254,Reject,6
7,Government,592655,14,Yes,Gold,2,8,5,2,2,2,Condominium,10,Johor,1,5503,711347,11574,Reject,9
7,Government,268962,23,No,Gold,2,8,2,2,2,1,Condominium,10,Johor,3,7863,636475,9532,Accept,9
7,Government,485516,20,Yes,Normal,2,8,6,2,1,1,Condominium,10,Johor,1,5842,606225,9385,Accept,7
7,Government,213863,11,No,Not Specified,2,8,3,2,2,3,Condominium,10,Johor,2,11616,679392,9157,Accept,7
7,Government,377423,22,Yes,Normal,2,8,6,2,2,1,Condominium,10,Johor,3,10155,794442,8856,Accept,8
7,Government,265893,19,No,Gold,2,8,4,2,2,1,Not Specified,10,Johor,2,11362,659893,11615,Accept,6
7,Government,228418,20,Yes,Not Specified,2,8,6,2,2,1,Condominium,10,Johor,3,4179,1381305,13345,Accept,7
7,Government,378733,18,No,Normal,2,8,6,2,2,2,Condominium,10,Johor,3,7437,783806,14007,Accept,7
7,Government,731851,11,Yes,Normal,2,8,6,2,2,3,Condominium,10,Johor,1,10636,1112560,11560,Accept,6
7,Government,273997,23,No,Normal,2,15,6,2,2,1,Condominium,10,Johor,1,6155,631797,17474,Accept,8
7,Government,780223,22,Yes,Normal,2,8,6,2,2,2,Condominium,10,Johor,3,9750,589463,16010,Accept,6
7,Government,248764,18,No,Normal,2,8,6,2,2,1,Condominium,10,Johor,3,10863,993187,19352,Accept,9
7,Government,589393,16,Yes,Normal,2,8,4,2,2,2,Condominium,10,Johor,1,9170,748532,12236,Accept,8
7,Government,176190,24,No,Normal,2,8,4,2,2,3,Condominium,10,Johor,3,6385,572903,14886,Reject,6
7,Government,572185,18,Yes,Gold,2,6,4,2,2,3,Condominium,10,Johor,3,7209,636079,14176,Reject,7
7,Government,616156,10,No,Gold,2,8,6,2,2,2,Condominium,10,Johor,2,8097,970991,8142,Accept,8
7,Government,170617,15,Yes,Not Specified,2,15,6,2,2,2,Condominium,10,Johor,3,7909,1340741,9443,Reject,8
7,Government,612540,14,No,Normal,2,8,4,2,2,2,Condominium,10,Johor,1,5934,878113,17161,Accept,8
7,Government,592857,24,Yes,Platinum,2,15,6,3,1,2,Condominium,10,Johor,3,8582,561035,9724,Accept,6
7,Government,606221,16,No,Normal,2,8,4,2,2,2,Condominium,10,Johor,1,8384,793923,19524,Accept,7
7,Government,382050,10,Yes,Normal,2,8,6,2,2,2,Condominium,10,Johor,1,3869,753555,18618,Accept,7
7,Government,597877,18,No,Normal,2,8,6,2,1,2,Condominium,10,Johor,1,7545,1312997,13049,Accept,7
7,Government,705743,20,Yes,Normal,2,14,4,2,1,1,Condominium,10,Johor,1,12477,1118417,8028,Accept,8
7,Government,581730,14,No,Normal,2,8,6,2,1,1,Condominium,10,Johor,3,7425,942627,13171,Accept,6
7,Government,293134,10,Yes,Platinum,2,8,6,2,1,3,Condominium,10,Johor,2,5356,501933,14384,Accept,6
7,Government,183640,14,No,Gold,2,8,6,2,2,3,Condominium,10,Johor,3,9681,1103162,13107,Accept,7
7,Government,412386,18,Yes,Platinum,2,10,6,2,2,1,Condominium,10,Johor,2,7266,457607,14176,Reject,6
7,Government,754679,13,No,Gold,2,8,6,2,1,3,Condominium,10,Johor,2,3850,1420722,11513,Accept,7
7,Government,538371,11,Yes,Not Specified,2,14,6,2,2,2,Condominium,10,Johor,2,5684,758956,11499,Reject,7
7,Government,783321,20,No,Gold,2,9,4,2,2,2,Condominium,10,Johor,2,5283,996752,16164,Accept,9
7,Government,626006,13,Yes,Normal,2,8,6,2,2,1,Condominium,10,Johor,2,11072,594515,13202,Accept,8
7,Government,346595,24,No,Normal,2,9,6,2,1,1,Condominium,10,Johor,2,9383,1430342,12375,Accept,7
7,Government,145501,12,Yes,Normal,2,15,6,2,2,2,Condominium,10,Johor,1,11671,783185,13252,Accept,8
7,Government,541609,23,No,Normal,2,15,6,2,2,3,Condominium,10,Johor,1,12352,935205,12942,Accept,7
7,Government,312765,20,Yes,Normal,2,8,2,2,1,1,Condominium,10,Johor,2,7137,808380,11251,Accept,6
7,Government,714993,17,No,Normal,2,8,6,2,2,3,Condominium,10,Johor,1,9208,923353,13049,Reject,7
7,Government,447091,11,Yes,Not Specified,2,8,4,2,1,1,Condominium,10,Johor,1,5819,722515,13042,Accept,6
7,Government,373352,12,No,Gold,2,8,6,2,1,3,Not Specified,10,Johor,3,9095,587470,18411,Accept,7
7,Government,338447,10,Yes,Gold,2,8,6,2,2,3,Condominium,10,Johor,1,7527,1334665,17114,Accept,9
7,Government,555389,16,No,Normal,2,8,6,2,2,1,Condominium,10,Johor,2,9472,1158950,16762,Accept,8
7,Government,414516,17,Yes,Gold,2,8,4,2,2,3,Condominium,10,Selangor,2,8961,1122098,17434,Accept,6
7,Government,413987,18,No,Gold,2,8,6,2,2,2,Condominium,10,Selangor,2,6266,908548,16558,Accept,7
7,Government,285678,10,Yes,Normal,2,15,3,2,2,2,Condominium,10,Selangor,1,4874,1246389,10997,Accept,9
7,Government,314773,17,No,Normal,2,8,6,2,2,1,Condominium,10,Selangor,2,8347,1268514,14107,Accept,6
7,Government,314431,16,Yes,Normal,2,8,4,2,2,1,Condominium,10,Selangor,2,5006,1012644,13337,Accept,6
7,Government,597116,10,No,Normal,2,15,6,2,2,3,Condominium,10,Selangor,2,11042,1071822,14820,Accept,7
7,Government,607288,24,Yes,Platinum,2,8,6,2,2,1,Condominium,10,Selangor,1,9212,518178,18732,Accept,8
7,Government,740231,10,No,Normal,2,13,3,2,2,1,Condominium,10,Selangor,1,11928,771825,12146,Accept,8
7,Government,555389,17,Yes,Normal,2,12,6,2,1,2,Condominium,10,Selangor,1,8018,819725,8460,Accept,6
7,Government,280014,21,No,Gold,2,8,6,2,2,3,Not Specified,10,Selangor,3,7860,1216655,15293,Reject,8
7,Government,451508,23,Yes,Gold,2,15,6,2,2,1,Condominium,10,Selangor,1,7566,881620,17726,Accept,8
7,Government,127363,13,No,Gold,2,8,6,2,2,3,Condominium,10,Selangor,2,7992,1044329,9343,Accept,9
7,Government,728481,20,Yes,Normal,2,8,4,2,2,3,Condominium,10,Selangor,3,5178,833352,17529,Reject,6
7,Government,542348,20,No,Normal,2,8,6,2,2,1,Condominium,10,Selangor,1,5276,1047820,9541,Accept,7
7,Government,180985,12,Yes,Normal,2,13,4,2,2,2,Condominium,10,Selangor,2,10228,422595,12538,Accept,9
7,Government,185243,20,No,Normal,2,8,6,2,2,2,Condominium,10,Selangor,1,5785,554896,19373,Reject,7
7,Government,243837,13,Yes,Normal,2,8,6,2,1,3,Condominium,10,Selangor,1,8342,1156844,11618,Accept,8
7,Government,171746,23,No,Normal,2,8,4,2,1,3,Condominium,10,Selangor,2,9710,798825,12175,Accept,6
7,Government,554515,23,Yes,Normal,2,8,6,2,1,2,Condominium,10,Selangor,2,10132,806454,13345,Reject,7
7,Government,486467,18,No,Normal,2,8,4,2,2,3,Condominium,10,Selangor,2,10559,830408,15037,Accept,7
7,Government,174937,18,Yes,Gold,2,8,6,2,1,3,Condominium,10,Selangor,3,10624,1370052,13049,Accept,9
7,Government,489570,23,No,Normal,2,8,6,2,1,2,Condominium,10,Selangor,2,5776,1256620,13345,Accept,6
7,Government,783443,10,Yes,Normal,2,8,4,2,2,1,Condominium,10,Selangor,2,5734,1139574,11194,Accept,7
7,Government,432162,23,No,Normal,2,15,6,2,2,1,Condominium,10,Selangor,1,6786,488618,15311,Accept,6
7,Government,340182,20,Yes,Gold,2,8,6,2,2,2,Condominium,10,Selangor,1,4871,782195,10481,Accept,8
7,Government,533768,19,No,Normal,2,7,4,2,2,1,Condominium,10,Selangor,2,7174,1344447,12918,Accept,8
7,Government,327147,20,Yes,Normal,2,8,4,2,2,1,Condominium,10,Selangor,3,10617,840456,19088,Reject,9
7,Government,737877,20,No,Gold,2,15,4,2,2,3,Condominium,10,Selangor,1,5474,660175,13202,Accept,8
7,Government,721985,20,Yes,Normal,2,8,6,2,2,2,Condominium,10,Selangor,1,12486,615023,8195,Accept,6
7,Government,513128,20,No,Gold,2,8,4,2,2,1,Condominium,10,Selangor,1,11241,1310613,17960,Accept,6
7,Government,468145,16,Yes,Normal,2,8,5,2,2,2,Condominium,10,Selangor,1,8639,955382,11487,Accept,8
7,Government,293558,10,No,Normal,2,10,3,2,2,2,Condominium,10,Selangor,3,9282,1164420,10508,Reject,8
7,Government,303762,23,Yes,Normal,2,8,6,2,1,2,Condominium,10,Selangor,3,4255,1039207,14781,Accept,9
7,Government,693315,19,No,Normal,2,8,6,2,2,1,Not Specified,10,Selangor,3,10376,1248509,16791,Reject,9
7,Government,652414,17,Yes,Normal,2,8,3,2,2,1,Condominium,10,Selangor,2,8509,740869,19171,Accept,7
7,Government,326450,12,No,Normal,2,9,6,2,2,1,Condominium,10,Selangor,2,4195,1005813,11595,Accept,8
7,Government,167104,17,Yes,Normal,2,8,6,2,2,3,Not Specified,10,Selangor,2,8347,984725,16126,Accept,6
7,Government,417866,23,No,Normal,2,8,6,2,2,1,Condominium,10,Selangor,1,9805,493237,10407,Accept,9
7,Government,572922,14,Yes,Normal,2,8,6,2,2,3,Condominium,10,Selangor,1,11606,870417,11079,Accept,9
7,Government,662852,21,No,Normal,2,8,4,2,2,3,Condominium,10,Selangor,3,8121,1359561,17260,Accept,7
3,Government,659738,14,Yes,Gold,2,9,3,2,2,1,Condominium,10,Selangor,1,6725,555826,19397,Accept,7
3,Government,319026,15,No,Gold,2,15,3,2,1,1,Not Specified,10,Selangor,1,11767,1148021,13662,Reject,7
3,Government,284951,15,Yes,Normal,2,9,4,2,1,1,Condominium,10,Selangor,1,8342,1292676,14340,Reject,6
3,Government,467450,11,No,Normal,2,9,6,2,1,2,Condominium,10,Selangor,2,6380,1388805,11513,Accept,8
3,Government,662089,20,Yes,Gold,2,9,6,2,2,2,Condominium,10,Selangor,3,4557,997479,16361,Accept,9
3,Government,258362,17,No,Normal,2,9,6,2,2,2,Condominium,10,Selangor,1,10110,1129126,10274,Accept,7
3,Government,445860,12,Yes,Gold,2,9,4,2,1,1,Condominium,10,Selangor,1,8426,1175778,11513,Accept,6
3,Government,525945,15,No,Normal,2,9,3,2,1,1,Condominium,10,Selangor,1,3998,727846,15244,Reject,7
3,Government,380982,14,Yes,Platinum,2,5,3,2,1,3,Condominium,10,Selangor,3,10815,887290,14380,Accept,8
3,Government,637108,19,No,Platinum,2,9,6,2,1,1,Condominium,10,Selangor,1,5059,580273,13345,Accept,9
3,Government,371713,17,Yes,Normal,2,9,6,2,1,1,Condominium,10,Selangor,1,8569,1183264,12418,Accept,8
3,Government,647148,22,No,Normal,2,9,4,2,1,1,Condominium,10,Selangor,3,6206,1135108,9803,Accept,6
3,Government,287835,18,Yes,Gold,2,5,6,2,1,2,Condominium,10,Selangor,2,7687,1345629,13379,Accept,9
3,Government,438722,11,No,Normal,2,8,6,2,1,3,Condominium,10,Selangor,2,5356,479385,13296,Accept,6
3,Government,305828,19,Yes,Normal,2,9,6,2,1,2,Condominium,10,Selangor,2,8121,805895,18814,Accept,8
3,Government,451087,24,No,Normal,2,9,6,2,1,2,Condominium,10,Selangor,1,5084,924817,15619,Accept,7
3,Government,505032,13,Yes,Platinum,2,12,6,3,1,2,Condominium,10,Selangor,2,5769,693831,12827,Accept,7
3,Government,385557,17,No,Gold,2,15,6,2,2,1,Condominium,10,Selangor,1,11103,651936,16625,Accept,9
3,Government,259535,22,Yes,Gold,2,13,6,2,2,1,Condominium,10,Selangor,1,7179,822076,14650,Accept,7
3,Government,476753,21,No,Gold,2,9,6,2,2,3,Not Specified,10,Selangor,2,11849,1286920,12544,Reject,7
3,Government,740465,21,Yes,Normal,2,9,6,2,1,3,Condominium,10,Selangor,1,4668,1311500,9312,Accept,8
3,Government,200324,11,No,Normal,2,9,4,2,1,2,Condominium,10,Selangor,1,8315,985082,18264,Reject,9
3,Government,484305,21,Yes,Normal,2,9,6,2,1,2,Condominium,10,Selangor,2,6109,965374,13209,Reject,9
3,Government,298132,21,No,Gold,2,15,6,2,1,1,Condominium,10,Selangor,3,11243,985250,9564,Accept,6
3,Government,767928,20,Yes,Not Specified,2,15,3,2,1,3,Condominium,10,Selangor,1,7619,996417,16360,Reject,8
3,Government,444046,20,No,Gold,2,15,4,2,1,2,Condominium,10,Selangor,1,4834,963149,13131,Accept,6
3,Government,375360,23,Yes,Normal,2,9,6,2,1,1,Condominium,10,Selangor,3,5037,1363352,11963,Reject,9
3,Government,631572,18,No,Normal,2,9,6,2,1,2,Not Specified,10,Selangor,3,9309,672020,11439,Reject,8
3,Government,719939,22,Yes,Normal,2,15,6,2,1,1,Condominium,10,Selangor,3,4918,1095818,15186,Accept,6
3,Government,638947,13,No,Normal,2,9,4,2,1,3,Not Specified,10,Selangor,1,7350,465050,11513,Accept,8
3,Government,277210,16,Yes,Normal,2,12,6,2,2,3,Condominium,10,Selangor,3,9925,796437,11082,Accept,9
3,Government,574886,10,No,Gold,2,15,3,2,2,1,Condominium,10,Selangor,2,6802,658964,8183,Accept,8
3,Government,436882,20,Yes,Normal,2,9,6,2,1,1,Condominium,10,Selangor,2,7431,689021,10126,Accept,9
3,Government,211401,14,No,Normal,2,9,6,2,1,3,Condominium,10,Selangor,2,5636,877461,11513,Accept,7
3,Government,676454,10,Yes,Gold,2,9,6,2,1,1,Not Specified,10,Selangor,1,7822,613137,11348,Accept,8
3,Government,103191,24,No,Normal,2,9,4,2,1,2,Condominium,10,Selangor,1,4393,1173982,13611,Accept,6
3,Government,486333,20,Yes,Normal,2,15,6,2,1,1,Not Specified,10,Selangor,3,4931,863752,8219,Accept,9
3,Government,634173,19,No,Normal,2,16,4,2,1,2,Condominium,10,Selangor,3,3668,651315,13279,Accept,9
3,Government,154285,10,Yes,Normal,2,9,3,2,2,2,Condominium,10,Selangor,1,11734,514791,17199,Accept,6
3,Government,371382,21,No,Normal,2,9,6,2,1,2,Condominium,10,Selangor,1,6704,1209733,16376,Reject,6
3,Government,504060,23,Yes,Not Specified,2,9,6,2,1,1,Condominium,10,Selangor,1,7853,932159,13782,Accept,8
3,Government,494610,24,No,Normal,2,15,6,2,1,2,Condominium,10,Selangor,3,3797,1417838,7905,Accept,9
3,Government,157057,18,Yes,Not Specified,2,9,6,2,1,1,Condominium,10,Selangor,1,10532,887233,11439,Reject,7
3,Government,208718,13,No,Normal,2,15,3,2,1,2,Condominium,10,Selangor,1,4483,1340997,7708,Accept,9
3,Government,468628,22,Yes,Gold,2,9,4,2,1,1,Condominium,10,Selangor,2,7964,789774,13467,Accept,8
3,Government,475669,18,No,Gold,2,9,6,2,1,1,Condominium,10,Selangor,2,8347,1321968,14993,Accept,6
3,Government,219201,18,Yes,Normal,2,9,6,2,1,1,Condominium,10,Selangor,1,3660,947713,11439,Accept,6
3,Government,709323,17,No,Platinum,2,9,6,2,1,1,Condominium,10,Selangor,2,11517,1038519,15543,Reject,7
3,Government,602768,12,Yes,Gold,2,9,6,2,1,3,Not Specified,10,Selangor,2,7527,713852,16778,Accept,7
3,Government,476753,21,No,Gold,2,9,6,2,1,1,Not Specified,10,Selangor,1,11888,846607,12544,Reject,6
3,Government,394932,19,Yes,Normal,2,9,6,2,1,2,Condominium,10,Selangor,1,5672,897630,11064,Reject,7
3,Government,691004,17,No,Gold,2,15,3,2,2,3,Condominium,10,Selangor,2,4804,701567,15773,Accept,7
3,Government,522386,23,Yes,Normal,2,15,6,2,1,3,Not Specified,10,Selangor,2,11956,1101078,12942,Accept,8
3,Government,505404,21,No,Gold,2,9,6,2,1,1,Condominium,10,Selangor,2,11284,1308176,13603,Reject,6
